H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,time
True,True,False,False,True,True,True,False,False,20,1,2.452
True,True,False,False,False,False,True,True,False,60,5,2.82
True,False,False,True,False,True,True,True,False,40,1,2.775
True,True,False,False,True,True,True,False,False,20,5,4.148
True,True,False,False,True,False,False,True,False,60,9,3.305
True,False,False,False,True,False,True,False,True,20,1,2.79
True,True,False,False,True,True,True,True,False,60,1,2.443
True,True,False,False,True,False,False,True,False,60,1,2.329
True,False,False,False,True,False,True,False,True,20,5,4.416
True,True,False,False,True,False,False,True,False,60,5,2.754
True,False,False,True,True,False,False,True,True,20,1,2.338
True,False,False,False,True,False,True,False,True,20,9,5.8610000000000015
True,True,False,False,False,True,True,False,True,20,1,2.265
True,False,False,True,True,True,False,True,False,20,9,3.48
True,False,False,True,True,True,False,True,False,20,5,2.8480000000000003
True,False,False,True,True,True,False,False,False,40,9,5.224
True,False,False,True,True,True,False,False,False,60,1,2.694
True,True,False,True,True,True,True,False,False,20,5,4.185
True,False,False,True,True,True,False,False,False,60,5,4.045
True,True,False,True,True,True,True,False,False,20,1,2.494
True,True,False,True,False,False,True,True,False,60,1,2.36
True,False,False,True,True,False,False,True,True,40,1,2.529
True,False,False,False,False,True,False,False,True,20,9,4.847
True,False,False,False,False,True,False,False,True,20,5,3.672
True,False,False,True,True,True,False,True,False,40,1,2.576
True,False,False,False,False,True,False,False,True,20,1,2.2230000000000003
True,True,False,False,False,True,True,False,True,20,5,3.991
True,True,False,False,False,True,True,False,True,20,9,5.335
True,True,False,False,True,True,True,True,False,60,5,2.852
True,True,False,True,False,False,True,True,False,60,5,2.959
True,True,False,True,True,True,True,False,False,20,9,5.481
True,True,False,False,True,True,True,True,False,60,9,3.47
True,True,False,False,True,False,False,True,True,60,1,2.317
True,True,False,True,False,False,True,True,False,60,9,3.528
True,True,False,False,True,False,False,True,False,40,5,2.625
True,False,False,True,False,True,True,True,False,60,5,3.34
True,True,False,False,True,False,False,False,False,60,9,4.9830000000000005
True,True,False,False,True,False,False,True,False,40,9,3.089
True,True,False,False,True,True,True,False,False,60,1,2.442
True,False,False,True,False,True,True,True,False,60,9,3.864
True,True,False,False,True,False,False,False,False,60,5,3.616
True,True,False,False,True,False,False,False,False,60,1,2.359
True,True,False,False,True,False,False,True,False,40,1,2.232
True,False,False,True,False,True,True,True,True,40,5,3.303
True,False,False,True,False,False,False,True,False,60,1,2.494
True,False,False,True,True,True,False,True,True,60,5,3.165
True,False,False,True,False,False,False,True,False,60,5,3.009
True,False,False,True,True,True,False,True,True,60,9,3.788
True,False,False,True,True,True,False,False,False,20,5,3.793
True,False,False,True,False,False,False,True,False,60,9,3.56
True,False,False,True,True,True,False,False,False,20,9,5.1320000000000014
True,False,False,True,True,True,False,True,True,60,1,2.69
True,False,False,True,True,True,False,False,False,40,1,2.591
True,True,False,True,True,True,True,False,False,40,9,5.521
True,True,False,False,False,True,True,True,True,60,1,2.336
True,True,False,True,True,True,True,True,False,20,5,2.915
True,False,False,True,True,True,False,False,False,40,5,3.927
True,True,False,True,True,True,True,True,False,20,1,2.567
True,True,False,True,True,True,True,False,False,40,5,4.135
True,False,False,True,True,True,False,True,False,20,1,2.397
True,True,False,True,True,True,True,False,False,40,1,2.508
True,True,False,False,True,True,True,True,False,40,9,3.495
True,True,False,True,True,True,True,True,True,60,9,3.483
True,True,False,True,True,True,True,True,True,60,5,3.0010000000000003
True,True,False,False,True,True,True,False,False,60,5,4.098
True,False,False,True,False,True,True,True,True,40,1,2.756
True,True,False,False,True,True,True,True,False,40,1,2.391
True,True,False,True,True,True,True,True,True,60,1,2.498
True,True,False,False,True,True,True,False,False,60,9,5.465
True,True,False,False,True,True,True,True,False,40,5,2.869
True,True,False,True,True,True,True,True,False,20,9,3.492
True,False,False,False,True,False,True,False,True,60,1,2.78
True,True,False,False,True,False,False,True,False,20,5,2.424
True,False,False,False,True,False,True,True,True,40,1,2.739
True,False,False,False,True,False,True,False,True,60,5,4.433
True,True,False,False,True,False,False,True,False,20,9,3.03
True,False,False,True,True,True,True,False,True,40,9,5.896
True,False,False,False,True,True,False,False,False,40,5,3.941
True,True,False,False,True,False,False,False,False,40,9,4.763
True,False,False,False,True,False,True,False,True,60,9,5.877000000000002
True,False,False,False,True,False,True,True,True,40,5,3.3160000000000003
True,False,False,True,True,True,False,True,True,40,9,3.617
True,True,False,False,True,False,False,False,False,40,5,3.485
True,False,False,False,True,False,True,True,True,40,9,3.876
True,True,False,False,True,False,False,True,False,20,1,2.134
True,True,False,False,True,False,False,False,False,40,1,2.214
True,False,False,True,True,True,False,False,True,60,5,3.99
True,False,False,False,True,True,False,True,False,40,1,2.521
True,False,False,True,True,True,True,False,True,60,9,6.011
True,False,False,True,True,True,False,True,True,40,1,2.59
True,False,False,False,True,True,False,False,False,60,5,4.013
True,False,False,True,False,False,False,False,False,60,1,2.5660000000000003
True,True,False,False,True,False,False,False,True,20,9,4.72
True,False,False,True,True,True,False,True,True,40,5,3.019
True,False,False,True,True,True,False,False,True,60,9,5.308
True,False,False,False,True,True,False,False,False,60,1,2.654
True,False,False,True,False,False,False,True,False,40,1,2.417
True,False,False,True,False,False,False,False,False,60,5,3.882
True,True,False,False,True,False,False,False,True,20,5,3.428
True,False,False,False,True,True,False,False,False,40,1,2.486
True,False,False,False,True,True,False,True,False,40,9,3.6010000000000004
True,False,False,True,False,False,False,True,False,40,5,2.89
True,False,False,True,False,False,False,False,False,60,9,5.006
True,True,False,False,True,False,False,False,True,20,1,2.075
True,False,False,True,True,True,False,False,True,60,1,2.713
True,False,False,False,True,True,False,True,False,40,5,2.947
True,False,False,False,True,True,False,False,False,60,9,5.448
True,False,False,True,False,False,False,True,False,40,9,3.43
True,False,False,True,True,True,False,False,False,20,1,2.38
True,True,False,True,False,False,True,False,False,40,1,2.38
True,False,False,True,True,True,True,False,True,60,5,4.431
True,True,False,True,False,False,True,True,False,20,9,3.516
True,True,False,True,True,True,True,True,True,40,9,3.485
True,True,False,True,True,True,True,True,True,40,5,2.9760000000000004
True,True,False,True,True,True,True,False,True,60,9,5.615
True,False,False,False,True,False,True,False,False,20,1,2.787
True,True,False,True,True,True,True,True,True,40,1,2.495
True,True,False,True,True,True,True,False,True,60,5,4.064
True,True,False,True,False,False,True,True,False,20,1,2.362
True,True,False,True,False,False,True,False,False,40,5,3.995
True,False,False,False,True,False,True,False,False,20,5,4.439
True,True,False,True,False,True,False,False,True,60,9,4.721
True,True,False,True,False,False,True,True,False,20,5,2.903
True,True,False,True,True,True,True,False,True,60,1,2.514
True,True,False,True,False,False,True,False,False,40,9,5.277
True,True,False,False,True,False,False,False,False,20,9,4.7
True,True,False,False,True,False,False,False,True,40,1,2.2030000000000003
True,True,False,False,True,False,False,False,False,20,5,3.414
True,False,False,False,True,False,True,False,True,40,1,2.821
True,True,False,True,False,False,True,True,True,60,9,3.425
True,True,False,False,True,False,False,False,False,20,1,2.069
True,False,False,False,True,False,True,True,True,20,1,2.778
True,False,False,True,False,True,True,True,True,40,9,3.827
True,False,False,False,True,False,True,False,True,40,5,4.4430000000000005
True,False,False,True,True,True,False,True,True,20,9,3.528
True,False,False,False,True,False,True,False,True,40,9,5.855
True,False,False,False,True,False,True,True,True,20,5,3.36
True,False,False,True,False,False,False,False,False,40,1,2.388
True,False,False,False,True,False,True,True,True,20,9,3.83
True,False,False,False,True,True,False,True,False,60,5,3.023
True,False,False,True,True,True,False,False,True,40,5,3.895
True,False,False,True,True,True,False,True,True,20,1,2.462
True,False,False,True,False,False,False,False,False,40,5,3.78
True,True,False,True,False,True,True,False,False,20,1,2.366
True,False,False,True,False,False,False,True,False,20,1,2.199
True,True,False,False,True,False,False,True,True,20,9,3.05
True,False,False,True,True,True,False,True,True,20,5,2.85
True,False,False,False,True,True,False,True,False,60,1,2.635
True,False,False,True,True,True,False,False,True,40,9,5.206
True,False,False,True,False,False,False,True,False,20,5,2.761
True,False,False,True,False,False,False,False,False,40,9,4.937
True,True,False,False,True,False,False,True,True,20,5,2.4530000000000003
True,True,False,False,True,False,False,False,True,40,9,4.803
True,False,False,True,False,False,False,True,False,20,9,3.298
True,True,False,False,True,False,True,True,False,20,1,2.46
True,True,False,False,True,False,False,False,True,40,5,3.502
True,True,False,False,True,False,False,True,True,20,1,2.015
True,False,False,True,True,True,False,False,True,40,1,2.57
True,False,False,False,True,True,False,True,False,60,9,3.702
True,True,False,True,False,False,True,False,False,60,1,2.385
True,True,False,True,True,True,True,True,True,20,9,3.536
True,True,False,True,False,False,True,True,False,40,9,3.445
True,True,False,True,True,True,True,False,True,40,9,5.472
True,True,False,True,True,True,True,True,True,20,5,2.924
True,True,False,True,True,True,True,False,True,40,5,4.126
True,False,False,True,True,True,True,False,True,60,1,2.843
True,True,False,True,False,False,True,True,False,40,1,2.326
True,True,False,True,True,True,True,True,True,20,1,2.454
True,True,False,True,False,False,True,False,False,60,5,3.97
True,True,False,True,False,False,True,True,False,40,5,2.918
True,True,False,True,True,True,True,False,True,40,1,2.499
True,True,False,True,False,False,True,False,False,60,9,5.362
True,False,False,True,False,True,True,False,False,20,5,4.435
True,True,False,False,False,True,True,False,False,40,1,2.29
True,True,False,False,False,False,False,True,False,20,9,2.8710000000000004
True,False,False,False,True,False,True,True,False,20,5,3.303
True,True,False,False,True,False,False,True,True,60,9,3.227
True,True,False,False,False,True,True,False,False,40,5,3.968
True,False,False,True,False,True,True,False,False,20,9,5.801
True,True,False,True,True,False,True,False,True,20,9,5.462999999999999
True,False,False,False,True,False,True,True,False,20,9,3.921
True,True,False,False,False,True,True,False,False,40,9,5.3660000000000005
True,True,False,True,False,False,True,True,True,40,5,2.957
True,True,False,True,False,False,True,True,True,40,9,3.429
True,False,False,True,False,False,True,False,False,40,9,5.752999999999999
True,False,False,False,True,True,False,True,True,60,1,2.652
True,False,False,True,False,False,True,False,False,40,1,2.733
True,False,False,False,True,True,False,False,False,20,1,2.338
True,True,False,True,False,True,False,False,True,60,5,3.5380000000000003
True,True,False,True,True,False,True,False,True,20,5,4.119
True,False,False,True,False,False,True,False,False,40,5,4.402
True,True,False,True,True,False,True,False,True,20,1,2.523
True,False,False,False,True,True,False,True,True,40,5,2.987
True,False,False,False,True,True,False,True,True,40,1,2.5
True,True,False,True,False,True,True,True,True,20,1,2.3480000000000003
True,True,False,True,False,True,True,True,True,20,5,2.944
True,False,False,False,True,True,False,True,True,40,9,3.615
True,True,False,True,False,False,True,True,True,60,1,2.375
True,True,False,True,True,True,True,False,True,20,9,5.443
True,True,False,True,False,True,True,False,False,20,5,3.93
True,True,False,True,False,True,True,True,True,20,9,3.486
True,True,False,False,False,False,True,False,False,60,1,2.34
True,True,False,True,False,False,True,True,True,60,5,2.903
True,True,False,True,True,True,True,False,True,20,5,4.145
True,True,False,False,False,False,False,True,False,40,1,2.148
True,False,False,False,True,False,True,True,False,40,1,2.787
True,True,False,True,True,True,True,False,True,20,1,2.55
True,True,False,False,False,False,False,True,False,40,5,2.49
True,True,False,False,False,False,True,False,False,60,9,5.301
True,False,False,False,True,False,True,True,False,40,5,3.252
True,False,False,False,True,True,False,False,False,40,9,5.246
True,False,False,True,False,True,True,False,False,40,1,2.744
True,True,False,False,False,False,True,False,False,60,5,3.929
True,True,False,False,False,False,False,True,False,40,9,3.054
True,False,False,True,False,False,False,False,True,60,9,4.962
True,True,False,False,False,True,True,False,False,60,5,3.946
True,False,False,True,False,False,False,False,True,60,5,3.893
True,True,False,False,False,True,True,False,False,60,9,5.396
True,True,False,True,False,False,True,True,True,20,5,2.946
True,True,False,True,False,False,True,True,True,20,9,3.519
True,False,False,True,False,True,False,False,True,40,9,4.988
True,True,False,False,True,False,True,True,False,20,5,2.905
True,False,False,True,False,False,True,False,False,20,5,4.409
True,False,False,False,True,True,True,True,False,20,5,3.358
True,True,False,False,False,True,False,True,False,20,9,3.0610000000000004
True,False,False,False,True,True,True,True,False,20,9,3.82
True,False,False,True,False,False,True,False,False,20,9,5.745
True,False,False,True,False,False,False,False,True,60,1,2.557
True,True,False,False,False,True,False,True,False,20,1,2.022
True,False,False,True,False,False,True,False,False,20,1,2.675
True,False,False,False,True,True,True,True,False,20,1,2.781
True,True,False,False,False,True,False,True,False,20,5,2.395
True,True,False,False,True,False,False,True,True,60,5,2.72
True,True,False,False,False,True,True,False,False,60,1,2.32
True,False,False,False,True,True,False,True,True,60,9,3.649
True,False,False,False,True,True,False,True,True,60,5,3.011
True,True,False,True,False,True,True,True,True,40,1,2.389
True,True,False,True,False,True,True,True,True,40,5,2.892
True,True,False,True,False,True,True,True,True,40,9,3.517
True,False,False,True,False,True,False,False,True,60,9,5.113
True,True,False,False,False,False,True,False,False,40,1,2.3480000000000003
True,False,False,False,True,False,False,True,True,60,9,3.471
True,False,False,True,False,True,False,False,True,60,5,3.831
True,True,False,True,False,True,False,False,True,60,1,2.283
True,False,False,False,True,False,False,True,True,60,5,2.9810000000000003
True,True,False,True,False,False,True,True,True,40,1,2.397
True,False,False,True,False,True,False,False,True,60,1,2.5380000000000003
True,True,False,False,False,False,True,False,False,40,9,5.2879999999999985
True,True,False,False,False,False,False,True,False,20,1,2.001
True,False,False,False,True,False,False,True,True,60,1,2.564
True,False,False,True,False,True,True,False,False,20,1,2.7430000000000003
True,True,False,False,False,False,False,True,False,20,5,2.396
True,True,False,False,False,False,True,False,False,40,5,3.95
True,False,False,False,True,False,True,True,False,20,1,2.764
True,True,False,True,False,True,True,False,False,20,9,5.355
True,True,False,True,True,True,False,True,False,40,1,2.267
True,False,False,True,False,True,True,False,False,60,9,5.783
True,False,False,False,True,False,True,True,False,60,9,3.891
True,False,False,True,False,False,False,False,True,40,9,4.871
True,False,False,True,True,False,False,False,False,20,9,5.14
True,False,False,True,False,False,False,False,True,40,5,3.712
True,True,False,True,True,True,False,True,False,40,9,3.287
True,False,False,True,True,False,False,False,False,20,5,3.783
True,False,False,False,True,True,True,False,True,40,9,5.865
True,False,False,True,True,False,False,False,False,20,1,2.398
True,False,False,False,True,False,False,False,False,40,5,3.847
True,True,False,True,True,True,False,True,False,40,5,2.695
True,False,False,False,True,True,True,False,True,40,5,4.477
True,True,False,False,False,True,False,False,True,40,9,4.6610000000000005
True,False,False,False,True,True,True,False,True,40,1,2.77
True,True,False,True,True,False,True,False,True,60,1,2.533
True,True,False,False,False,True,False,False,True,40,5,3.3310000000000004
True,True,False,False,False,True,False,False,True,40,1,2.099
True,False,False,True,False,False,False,False,True,40,1,2.394
True,True,False,True,True,False,True,False,True,60,9,5.6
True,True,False,True,True,False,False,True,True,20,9,3.095
True,True,False,False,True,False,True,True,False,20,9,3.465
True,True,False,True,True,False,True,False,True,60,5,4.1110000000000015
True,True,False,True,True,True,True,False,False,60,9,5.471
True,True,False,True,True,False,False,True,True,40,5,2.68
True,True,False,True,True,True,True,False,False,60,5,4.186
True,True,False,True,True,False,False,True,True,40,1,2.25
True,True,False,True,False,True,True,True,True,60,1,2.36
True,True,False,False,True,True,False,False,False,40,1,2.195
True,True,False,True,True,True,True,False,False,60,1,2.477
True,True,False,True,False,True,True,True,True,60,5,2.938
True,True,False,True,False,True,True,True,True,60,9,3.482
True,True,False,False,False,False,True,True,True,60,9,3.374
True,True,False,False,True,True,False,False,False,40,9,4.825
True,True,False,False,True,True,False,False,False,40,5,3.555
True,True,False,True,False,False,True,True,True,20,1,2.415
True,False,False,True,False,True,False,True,False,20,9,3.4560000000000004
True,False,False,True,False,True,False,True,False,20,5,2.803
True,False,False,True,False,True,False,True,False,20,1,2.26
True,False,False,True,False,False,False,False,True,20,5,3.624
True,False,False,False,True,False,True,True,False,40,9,3.884
True,True,False,True,True,True,False,True,False,60,1,2.387
True,True,False,False,False,True,True,False,False,20,1,2.3480000000000003
True,True,False,False,True,False,False,True,True,40,9,3.0810000000000004
True,False,False,False,True,False,False,False,False,40,1,2.448
True,False,False,True,False,True,True,False,False,40,5,4.382
True,False,False,True,False,False,False,False,True,20,1,2.229
True,True,False,True,True,False,True,False,True,40,9,5.492000000000001
True,True,False,False,False,True,True,False,False,20,5,3.958
True,False,False,True,False,True,True,False,False,40,9,5.799
True,False,False,False,True,True,True,False,True,60,9,5.857
True,True,False,False,False,True,True,False,False,20,9,5.323
True,True,False,True,True,True,False,True,False,60,9,3.486
True,False,False,False,True,True,True,False,True,60,5,4.498
True,False,False,True,False,False,False,False,True,20,9,4.838
True,False,False,False,False,True,True,False,False,40,1,2.701
True,True,False,False,False,True,False,False,True,60,9,4.743
True,True,False,True,True,True,False,True,False,60,5,2.799
True,False,False,False,True,True,True,False,True,60,1,2.809
True,True,False,False,False,True,False,False,True,60,5,3.457
True,True,False,False,False,True,False,False,True,60,1,2.298
True,True,False,True,True,False,True,False,True,40,5,4.0360000000000005
True,True,False,True,True,False,True,False,True,40,1,2.527
True,True,False,True,True,False,False,True,True,20,5,2.483
True,False,False,False,True,True,False,True,True,20,5,2.763
True,False,False,True,False,True,False,True,False,40,1,2.461
True,False,False,True,True,False,True,False,True,60,9,5.894
True,True,False,True,True,False,False,True,True,20,1,2.143
True,False,False,False,True,True,False,True,True,20,1,2.36
True,True,False,False,True,True,False,False,False,20,1,2.088
True,False,False,False,True,True,False,True,True,20,9,3.3960000000000004
True,True,False,False,True,True,False,False,False,20,9,4.763
True,True,False,False,False,False,False,True,False,60,1,2.272
True,True,False,False,True,True,False,False,False,20,5,3.471
True,False,False,True,False,True,True,False,False,60,1,2.819
True,True,False,False,False,False,False,True,False,60,5,2.587
True,False,False,True,False,True,False,True,False,40,9,3.576
True,True,False,False,True,True,True,False,True,20,9,5.422999999999999
True,False,False,False,True,False,True,True,False,60,1,2.752
True,False,False,True,False,True,True,False,False,60,5,4.408
True,True,False,False,False,False,False,True,False,60,9,3.147
True,False,False,True,False,True,False,True,False,40,5,2.926
True,False,False,False,True,False,True,True,False,60,5,3.359
True,False,False,False,False,False,True,True,True,40,1,2.642
True,True,False,False,False,False,False,False,True,20,1,1.957
True,False,False,False,False,False,True,True,True,40,5,3.221
True,True,False,False,False,False,False,False,True,20,5,3.209
True,False,False,True,True,False,False,False,False,60,9,5.227
True,False,False,False,False,True,True,False,False,40,5,4.39
True,True,False,False,False,False,False,False,True,20,9,4.48
True,False,False,True,True,False,False,False,False,60,5,3.966
True,False,False,True,True,False,False,False,False,60,1,2.688
True,True,False,True,True,False,True,False,False,40,5,4.122
True,True,False,True,True,False,True,True,False,20,1,2.492
True,True,False,True,True,False,True,False,False,40,9,5.461
True,True,False,True,True,False,True,True,False,20,5,3.016
True,False,False,False,False,True,True,True,True,20,1,2.685
True,False,False,False,False,True,True,True,True,20,5,3.2460000000000004
True,True,False,True,True,False,True,True,False,20,9,3.574
True,False,False,False,False,True,False,True,False,20,9,3.389
True,False,False,False,False,True,True,True,True,20,9,3.827
True,True,False,False,False,False,True,False,True,20,5,3.954
True,True,False,False,False,False,True,False,True,20,9,5.266
True,True,False,True,True,False,True,False,False,60,1,2.503
True,True,False,False,False,False,True,False,True,20,1,2.351
True,True,False,True,True,False,True,False,False,60,5,4.0760000000000005
True,True,False,True,True,False,True,True,False,40,1,2.514
True,False,False,False,False,False,True,True,True,20,9,3.791
True,False,False,False,False,False,True,True,True,60,5,3.301
True,False,False,False,True,True,True,False,True,20,9,5.959
True,True,False,False,False,False,True,True,True,60,1,2.325
True,False,False,True,True,False,False,False,False,40,9,5.188
True,False,False,False,False,False,True,True,True,60,9,3.793
True,False,False,False,True,True,True,False,True,20,5,4.506
True,False,False,True,True,False,False,False,False,40,5,3.938
True,False,False,False,True,True,True,False,True,20,1,2.83
True,False,False,True,True,False,False,False,False,40,1,2.556
True,False,False,False,False,False,True,True,True,60,1,2.6660000000000004
True,False,False,False,False,True,True,True,True,40,1,2.757
True,True,False,True,True,False,True,False,False,20,5,4.0539999999999985
True,False,False,False,False,True,True,True,True,40,5,3.3110000000000004
True,False,False,False,False,True,True,False,False,40,9,5.8039999999999985
True,True,False,True,True,False,True,False,False,20,9,5.658
True,False,False,False,False,True,True,True,True,40,9,3.789
True,False,False,False,False,False,False,False,False,20,1,2.181
True,True,False,True,True,False,False,True,True,40,9,3.2230000000000003
True,True,False,True,True,False,False,True,True,60,9,3.301
True,False,False,False,False,False,False,False,False,20,5,3.585
True,True,False,True,True,False,False,True,True,60,5,2.782
True,False,False,False,False,False,False,False,False,20,9,4.854
True,True,False,True,True,False,False,True,True,60,1,2.41
True,True,False,True,True,False,False,True,False,20,9,3.032
True,True,False,False,True,True,True,False,True,20,5,4.154
True,True,False,True,True,False,False,True,False,20,5,2.505
True,True,False,True,True,False,True,False,False,40,1,2.463
True,True,False,True,True,False,False,True,False,20,1,2.122
True,False,False,False,False,False,True,True,True,40,9,3.798
True,True,False,False,False,False,False,True,True,40,1,2.106
True,True,False,False,False,False,False,False,True,60,5,3.4
True,True,False,False,False,False,False,False,True,60,9,4.5939999999999985
True,True,False,False,False,False,False,True,True,40,5,2.5
True,True,False,False,False,False,False,True,True,40,9,3.023
True,False,False,True,False,True,True,False,True,40,5,4.42
True,True,False,False,False,False,True,True,True,60,5,2.818
True,False,False,True,False,True,False,False,True,20,9,4.853
True,False,False,True,False,True,True,False,True,40,1,2.7710000000000004
True,False,False,False,False,True,True,True,True,60,1,2.672
True,True,False,False,False,True,False,True,False,40,9,3.182
True,True,False,True,True,False,True,True,False,60,5,2.905
True,False,False,True,False,True,True,False,True,40,9,5.789
True,False,False,False,False,True,True,True,True,60,5,3.295
True,True,False,True,True,False,True,True,False,60,9,3.53
True,False,False,False,False,True,True,True,True,60,9,3.807
True,True,False,False,False,True,False,True,False,40,1,2.15
True,False,False,True,True,True,True,False,True,40,5,4.6
True,True,False,False,True,True,True,False,True,20,1,2.44
True,True,False,False,False,True,False,False,False,60,5,3.437
True,True,False,False,False,True,False,False,False,60,9,4.685
True,True,False,False,False,True,False,True,False,40,5,2.607
True,False,False,True,True,False,True,True,True,60,9,3.932
True,True,False,False,False,False,True,False,True,60,9,5.455
True,False,False,True,True,False,True,True,True,60,5,3.367
True,True,False,False,False,True,False,True,False,60,1,2.3480000000000003
True,True,False,False,False,False,True,False,False,20,9,5.343
True,True,False,False,False,False,True,False,True,60,1,2.352
True,True,False,True,True,False,False,True,False,40,9,3.182
True,True,False,False,False,True,True,True,True,60,5,2.824
True,True,False,False,False,False,True,False,True,60,5,3.991
True,True,False,True,True,False,False,True,False,40,5,2.644
True,True,False,True,True,False,False,True,False,40,1,2.267
True,False,False,True,False,True,False,False,True,40,5,3.77
True,False,False,True,False,True,False,True,True,20,1,2.277
True,False,False,True,False,True,False,False,True,40,1,2.43
True,False,False,True,True,False,True,True,True,60,1,2.789
True,True,False,False,False,False,True,False,False,20,5,3.911
True,True,False,False,False,False,False,False,True,60,1,2.315
True,True,False,False,False,False,True,False,False,20,1,2.317
True,True,False,True,False,False,True,False,False,20,9,5.296
True,False,False,False,False,False,True,True,True,20,1,2.615
True,True,False,False,False,False,False,False,True,40,1,2.149
True,True,False,False,False,False,False,True,True,20,1,1.97
True,False,False,False,False,False,True,True,True,20,5,3.289
True,True,False,False,False,False,False,False,True,40,5,3.381
True,True,False,False,False,False,False,True,True,20,5,2.346
True,True,False,False,False,False,False,False,True,40,9,4.487
True,False,False,True,False,True,True,False,True,20,5,4.427
True,True,False,False,False,False,False,True,True,20,9,2.931
True,False,False,True,False,True,True,False,True,20,1,2.6830000000000003
True,False,False,False,False,True,False,True,False,20,1,2.214
True,True,False,True,True,False,True,False,False,60,9,5.504
True,True,False,True,True,False,True,True,False,40,5,3.01
True,True,False,True,True,False,True,True,False,40,9,3.49
True,False,False,True,False,True,True,False,True,20,9,5.727
True,True,False,False,False,True,False,True,False,60,5,2.714
True,True,False,False,False,True,False,True,False,60,9,3.272
True,True,False,False,False,False,True,False,True,40,9,5.2860000000000005
True,False,False,False,False,True,True,True,False,60,1,2.625
True,False,False,False,False,True,True,True,False,60,5,3.286
True,True,False,False,False,False,True,False,True,40,1,2.339
True,True,False,True,False,False,False,False,True,60,1,2.342
True,False,False,False,False,True,True,True,False,60,9,3.801
True,True,False,True,True,False,False,True,False,60,9,3.204
True,True,False,False,False,False,True,False,True,40,5,4.059
True,True,False,True,True,False,True,True,False,60,1,2.483
True,False,False,True,False,True,False,False,True,20,5,3.602
True,True,False,True,True,False,False,True,False,60,5,2.745
True,False,False,True,False,True,False,False,True,20,1,2.273
True,True,False,True,True,False,False,True,False,60,1,2.439
True,False,False,True,True,False,False,False,True,40,5,3.879
True,False,False,False,False,False,True,True,False,60,9,3.82
True,True,False,False,False,True,True,True,True,60,9,3.374
True,False,False,True,True,False,False,False,True,40,9,5.078
True,True,False,False,True,True,False,False,True,40,9,4.948
True,True,False,False,False,True,False,True,True,60,9,3.242
True,False,False,False,True,True,True,True,True,60,9,3.785
True,False,False,True,False,True,False,True,True,40,9,3.548
True,False,False,False,True,True,True,True,True,60,5,3.318
True,False,False,True,True,True,True,True,True,20,5,3.282
True,True,False,False,False,True,False,True,True,60,1,2.279
True,False,False,False,True,True,True,False,False,20,5,4.4289999999999985
True,False,False,True,False,False,True,True,False,20,5,3.2910000000000004
True,False,False,False,False,True,False,True,False,20,5,2.714
True,True,False,False,False,True,False,False,False,20,9,4.439
True,False,False,False,True,True,True,True,True,60,1,2.781
True,False,False,True,True,True,True,True,True,20,1,2.794
True,True,False,False,False,True,False,True,True,60,5,2.701
True,False,False,False,True,True,True,False,False,20,9,5.872999999999998
True,False,False,True,False,False,True,True,False,20,9,3.94
True,True,False,False,True,False,True,False,False,20,1,2.462
True,False,False,False,False,False,True,True,False,60,5,3.2510000000000003
True,True,False,False,True,False,True,False,False,20,5,4.082
True,True,False,False,False,True,False,False,False,20,1,2.003
True,False,False,True,True,False,False,True,True,40,9,3.503
True,False,False,False,False,False,True,True,False,60,1,2.732
True,False,False,False,True,True,True,False,False,20,1,2.745
True,False,False,True,False,False,True,True,False,20,1,2.709
True,True,False,False,False,True,False,False,False,20,5,3.258
True,True,False,False,True,False,True,False,False,20,9,5.513
True,True,False,False,True,False,True,True,True,40,1,2.425
True,True,False,True,False,True,True,False,True,40,1,2.359
True,True,False,True,False,False,False,True,True,20,9,2.989
True,True,False,False,True,False,True,True,True,40,5,2.9160000000000004
True,True,False,True,False,False,False,True,True,20,5,2.404
True,True,False,True,False,False,True,False,False,20,1,2.375
True,True,False,False,False,True,False,False,False,40,1,2.172
True,False,False,False,False,True,True,True,False,40,1,2.67
True,True,False,False,True,False,True,True,True,40,9,3.47
True,True,False,True,False,True,True,False,True,40,9,5.324
True,False,False,False,False,True,True,True,False,40,5,3.244
True,False,False,True,True,True,True,True,True,20,9,3.925
True,True,False,True,False,True,True,False,True,40,5,3.93
True,False,False,False,False,True,True,True,False,40,9,3.817
True,False,False,True,False,True,False,True,True,60,5,3.056
True,True,False,False,False,False,False,False,False,60,1,2.375
True,False,False,True,True,False,True,False,True,60,5,4.464
True,False,False,True,False,True,False,True,True,60,1,2.549
True,True,False,False,False,False,False,False,False,60,5,3.4360000000000004
True,True,False,True,False,False,False,True,True,20,1,2.029
True,True,False,False,False,False,False,False,False,60,9,4.597
True,True,False,False,True,True,False,False,True,40,5,3.557
True,False,False,True,True,False,False,False,True,40,1,2.564
True,True,False,False,True,True,False,False,True,40,1,2.255
True,False,False,True,True,False,False,False,True,60,9,5.2860000000000005
True,True,False,False,False,False,False,True,True,60,1,2.3280000000000003
True,True,False,False,True,True,False,False,True,20,9,4.813
True,False,False,True,False,True,True,True,True,60,9,3.901
True,True,False,True,False,False,False,False,True,60,9,4.685
True,True,False,False,False,False,False,True,True,60,5,2.6
True,False,False,True,False,True,False,True,True,20,9,3.364
True,True,False,False,False,False,False,True,True,60,9,3.115
